198,7000221,2,70,3,NA,"",0,1,141666.666666667,1
199,7000222,1,51,6,1,"",1,3,4515166.66666667,3
200,7000223,2,52,5,NA,"",1,2,925000,1
201,7000224,1,39,2,1,"",2,4,8e+05,2
202,7000225,1,36,2,1,"",2,4,2140000,2
203,7000227,2,71,4,NA,"",0,1,1300000,1
204,7000228,1,54,2,1,"",2,4,2172000,1
205,7000229,2,67,3,NA,"",1,2,1100000,2
206,7000230,1,63,4,NA,"",0,1,206666.666666667,1
207,7000231,1,46,2,1,"",2,4,1821000,2
208,7000232,1,46,6,1,"",2,4,1040000,3
209,7000233,1,49,6,1,"",2,6,1033826.66666667,2
210,7000234,1,66,2,1,"",0,3,1630000,2
211,7000235,1,38,2,1,"",0,5,1500000,4
212,7000236,1,36,6,1,"",2,4,1181000,2
213,7000237,1,34,6,1,"",2,4,1200000,2
214,7000238,2,27,2,1,"",0,2,3e+05,1
215,7000239,2,32,2,1,"",2,4,345000,1
216,7000240,1,64,4,NA,"",0,1,3159791.66666667,1
217,7000241,1,66,6,1,"",2,4,4832541.66666667,2
218,7000242,1,53,6,1,"",2,4,2492500,3
219,7000243,1,80,2,1,"",2,6,3900524.91666667,4
220,7000244,2,67,3,NA,"720_01",3,7,2300000,3
221,7000245,2,77,3,NA,"",2,4,2233333.33333333,6
222,7000246,2,32,4,NA,"",1,3,749166.666666667,2
223,7000247,2,53,6,2,"",0,2,6416666.66666667,2
224,7000248,2,70,3,NA,"720_01",0,2,6222833.33333333,2
225,7000249,2,52,2,1,"",1,4,6216666.66666667,3
226,7000250,2,44,4,NA,"",0,1,1400000,1
227,7000251,1,47,6,1,"",1,3,11150000,2
228,7000252,1,33,6,1,"",0,2,9250000,1
229,7000253,1,53,2,1,"",2,4,1845000,3
230,7000254,1,46,2,1,"",1,3,950000,2
231,7000255,2,36,3,NA,"",1,2,2700666.66666667,2
232,7000256,1,50,4,NA,"",6,7,7e+05,2
233,7000258,1,39,4,NA,"",2,3,925000,2
234,7000259,1,37,4,NA,"",0,1,887000,1
235,7000260,2,60,2,1,"",1,3,1552333.33333333,2
236,7000261,1,67,4,NA,"",1,2,1371544.33333333,2
237,7000262,2,54,4,NA,"",3,5,850000,2
238,7000263,1,37,6,1,"",2,5,1471242,4
239,7000264,1,36,2,1,"",5,7,2155000,2
240,7000265,1,21,2,1,"",2,4,960000,1
241,7000266,1,29,2,1,"",2,4,2e+05,1
242,7000267,1,45,2,1,"",0,2,781244,1
243,7000268,1,45,4,NA,"",0,1,869444,1
244,7000269,2,61,5,NA,"",0,1,6e+05,1
245,7000270,2,23,2,1,"",1,3,1328377.66666667,2
246,7000271,2,31,4,NA,"",2,3,1231666.66666667,2
247,7000272,2,35,2,2,"",2,3,3958366.66666667,3
248,7000273,2,66,4,NA,"",1,2,1006666.66666667,2
249,7000274,2,42,4,NA,"",3,4,7076211,3
250,7000275,1,42,2,1,"",2,4,1330000,3
251,7000276,1,36,2,1,"",1,3,1998666.66666667,2
252,7000277,2,73,3,NA,"",0,1,1511449,1
253,7000278,1,60,6,1,"",1,5,3333333.33333333,3
254,7000279,1,26,6,1,"",1,4,2636972.83333333,2
255,7000280,2,65,5,NA,"",0,2,3936666.66666667,2
256,7000283,1,71,6,1,"",1,3,2421666.66666667,2
257,7000284,2,50,5,NA,"",0,1,1583333.33333333,1
258,7000285,1,83,2,1,"",0,2,1920833.33333333,2
259,7000286,1,51,6,1,"",6,11,4116466.66666667,3
260,7000287,1,42,6,1,"",2,4,2309000,2
261,7000288,1,75,3,NA,"",1,2,1600000,1
262,7000289,2,24,4,NA,"",3,4,7e+05,1
263,7000290,2,48,4,NA,"",1,2,8e+05,1
264,7000291,2,55,5,NA,"",0,1,9e+05,1
265,7000292,1,48,6,1,"",2,4,2489333.33333333,3
266,7000293,1,27,2,1,"",2,4,1700000,2
267,7000294,2,49,3,NA,"",0,4,58333.3333333333,3
268,7000295,1,57,6,1,"",1,4,5343000,2
269,7000296,1,65,6,1,"",1,4,2675000,3
270,7000297,2,44,6,1,"",3,6,2651000,3
271,7000298,1,71,6,1,"",0,3,2566666.66666667,2
272,7000299,2,21,4,NA,"",0,1,854000,1
273,7000300,1,73,6,1,"",0,2,1066083.33333333,2
274,7000301,1,49,2,1,"",1,3,2e+06,2
275,7000302,1,29,4,NA,"",0,1,1800000,1
276,7000303,2,35,5,NA,"",0,2,840300,1
277,7000304,1,35,4,NA,"",0,1,1625000,1
278,7000305,1,50,6,1,"",1,4,1607500,2
279,7000306,2,51,2,1,"",1,3,1350000,3
280,7000307,1,32,4,NA,"",0,8,1385000,3
281,7000308,1,50,6,1,"",1,3,741666.666666667,2
282,7000309,1,50,6,1,"",0,2,8e+05,1
283,7000310,2,65,6,2,"",1,2,3e+06,2
284,7000311,1,55,6,1,"",2,4,7806000,3
285,7000312,2,53,4,NA,"",0,1,3750000,1
286,7000313,1,31,6,1,"",2,4,1530000,2
287,7000314,2,73,3,NA,"",0,1,1281800,1
288,7000316,2,46,5,NA,"",1,2,1485000,2
289,7000317,2,32,5,NA,"",1,2,460000,1
290,7000318,2,30,5,NA,"",0,1,1500000,1
291,7000319,1,53,2,1,"",2,5,2350000,4
292,7000320,1,61,2,1,"",1,3,1914166.66666667,2
293,7000321,2,53,4,NA,"",1,3,905000,2
294,7000322,2,20,2,1,"",1,3,1153333.33333333,1
295,7000323,2,33,4,NA,"",3,4,1828000,2
296,7000324,2,23,5,NA,"",1,4,2010000,2
297,7000325,1,36,2,1,"",1,3,8e+05,2
298,7000326,1,39,2,1,"",2,4,5465000,2
299,7000327,1,78,2,1,"",1,3,6e+05,2
300,7000328,1,29,6,1,"",1,5,2653333.33333333,3
301,7000329,1,70,6,1,"",0,2,1700000,1
302,7000330,2,26,5,NA,"",1,2,812500,1
303,7000331,1,28,2,1,"",1,3,3250000,2
304,7000332,1,30,6,1,"",0,2,2793922,1
305,7000333,2,31,2,2,"",3,4,1045000,2
306,7000334,2,23,5,NA,"",0,2,3063750,2
307,7000335,2,47,5,NA,"",1,3,1360916.66666667,3
308,7000336,2,31,5,NA,"",1,2,650000,2
309,7000337,1,25,5,NA,"",0,1,704166.666666667,1
310,7000338,1,27,6,1,"",2,4,840000,2
311,7000340,1,31,1,1,"",2,4,1100000,2
312,7000341,2,49,5,NA,"",2,5,1280833.33333333,4
313,7000342,2,54,4,NA,"",2,4,1526833.33333333,3
314,7000343,2,63,3,NA,"",2,4,3333100,3
315,7000344,1,54,3,NA,"",0,1,1100000,1
316,7000345,1,72,6,1,"",0,2,5e+05,2
317,7000346,1,60,6,1,"",1,3,415000,2
318,7000347,1,40,5,NA,"",0,1,2e+06,1
319,7000348,2,45,6,2,"",2,3,937500,3
320,7000350,1,77,6,1,"",0,2,650000,1
321,7000353,1,38,6,1,"",1,3,725500,2
322,7000354,1,33,6,1,"",2,4,4595000,3
323,7000355,2,61,3,NA,"",2,5,2209000,3
324,7000356,1,78,6,1,"",1,3,3120000,2
325,7000357,1,65,2,1,"",0,2,393333.333333333,2
326,7000358,2,34,6,2,"",1,2,595000,2
327,7000360,1,35,2,1,"",0,2,6193333.33333333,1
328,7000362,1,55,4,NA,"",0,1,1100000,1
329,7000365,2,57,3,NA,"",0,1,2633333.33333333,1
330,7000367,2,39,5,NA,"",1,2,780000,1
331,7000369,1,33,2,1,"",4,6,1350000,2
332,7000370,1,40,2,1,"",4,6,1604666.66666667,2
333,7000371,1,88,3,NA,"",1,2,954581,2
334,7000372,1,69,6,1,"",2,4,3044166.66666667,3
335,7000373,1,74,4,NA,"",1,3,1608333.33333333,3
336,7000374,1,59,6,1,"",1,3,6666666.66666667,3
337,7000375,2,45,4,NA,"",1,3,1850000,2
338,7000376,2,55,2,2,"",2,3,3620000,2
339,7000378,2,74,4,NA,"",0,1,250000,2
340,7000380,2,45,4,NA,"",1,2,2925000,2
341,7000382,2,46,4,NA,"",2,6,650000,3
342,7000383,2,39,5,NA,"",0,2,6e+05,1
343,7000384,1,81,6,1,"",0,2,1345000,1
344,7000385,1,68,6,1,"",2,7,1207500,3
345,7000386,2,77,6,1,"",1,4,1294666.66666667,2
346,7000387,1,54,2,1,"",1,4,761000,2
347,7000388,2,33,4,NA,"",2,3,1130000,2
348,7000389,2,31,4,NA,"",2,3,1182500,2
349,7000390,2,38,4,NA,"",2,4,521666.666666667,2
350,7000391,1,35,4,NA,"",0,1,1e+06,1
351,7000393,1,27,2,1,"",0,3,8e+05,2
352,7000394,1,62,2,1,"",3,6,1873000,3
353,7000395,1,68,6,1,"",1,3,2478333.33333333,3
354,7000396,2,52,4,NA,"",0,2,1283333.33333333,2
355,7000397,1,32,2,1,"",2,4,1517563.33333333,3
356,7000398,1,42,2,1,"",2,4,0,3
357,7000399,1,53,2,2,"",0,1,850000,1
358,7000400,1,54,2,1,"",0,2,1048833.33333333,1
359,7000401,2,73,5,NA,"",1,2,1023333.33333333,2
360,7000403,2,55,2,2,"",1,3,711166.666666667,2
361,7000404,1,61,6,1,"",0,2,802500,1
362,7000405,1,34,2,1,"",2,4,5200000,3
363,7000406,1,57,2,1,"",1,4,2313845.5,3
364,7000407,2,83,3,NA,"",1,2,675000,1
365,7000408,1,87,5,NA,"",0,2,4e+05,1
366,7000409,2,24,2,2,"",0,1,261666.666666667,1
367,7000410,2,72,3,NA,"",0,3,1605175.33333333,3
368,7000411,2,83,3,NA,"",0,2,15302900.6666667,2
369,7000412,2,51,4,NA,"",1,2,4046666.66666667,2
370,7000413,2,67,3,NA,"",0,2,4e+06,2
371,7000414,1,41,4,NA,"",0,1,9e+05,1
372,7000417,2,35,4,NA,"",1,3,3538333.33333333,3
373,7000418,1,27,2,1,"",0,2,1600000,1
374,7000419,2,53,6,1,"",0,4,2600000,4
375,7000420,2,67,3,NA,"",1,2,1e+06,2
376,7000421,1,48,6,1,"",2,4,2475000,3
377,7000422,2,62,4,NA,"",0,3,941742,3
378,7000423,2,69,3,NA,"",1,3,716666.666666667,3
379,7000424,1,50,6,1,"",1,3,2512933.33333333,2
380,7000425,1,61,6,1,"",1,5,4600000,4
381,7000426,1,83,6,1,"",0,4,4533333.33333333,3
382,7000427,2,66,5,NA,"",0,1,4116666.66666667,1
383,7000428,2,23,5,NA,"",0,1,83333.3333333333,1
384,7000429,2,28,5,NA,"",0,1,25000,1
385,7000430,1,75,6,1,"",0,2,1100000,1
386,7000431,1,28,5,NA,"",0,1,1203000,1
387,7000432,2,28,5,NA,"",0,1,787000,1
388,7000433,2,63,3,NA,"",2,3,875000,3
389,7000434,1,53,4,NA,"",0,1,660416.666666667,1
390,7000435,1,73,6,1,"",1,4,2800000,3
391,7000436,2,69,3,NA,"",0,1,5700000,1
392,7000437,1,72,4,NA,"",0,3,975000,2
393,7000438,2,84,3,NA,"",1,2,4925000,2
394,7000439,1,75,3,NA,"",0,1,125000,1
395,7000440,1,54,4,NA,"",0,4,1150000,4
396,7000441,1,74,4,NA,"",0,1,497500,1
397,7000443,1,78,6,1,"",0,2,0,2
398,7000444,2,80,3,NA,"",2,3,4490000,3
399,7000445,2,68,3,NA,"",1,3,125000,2
400,7000446,2,36,2,1,"",2,7,7170666.66666667,3
401,7000447,2,65,3,NA,"",2,4,4889392.75,3
402,7000448,2,91,3,NA,"",0,3,533333.333333333,3
403,7000449,1,76,6,1,"",0,2,3490000,1
404,7000450,1,55,6,1,"",2,4,3514166.66666667,3
405,7000451,1,33,2,1,"",1,3,496333.333333333,1
406,7000452,1,32,4,NA,"",0,1,1550000,1
407,7000453,1,62,6,1,"",3,8,3543125,3
408,7000454,2,86,3,NA,"",2,4,2183333.33333333,3
409,7000486,2,41,4,NA,"",2,4,830000,3
410,7000487,1,26,6,1,"",2,4,1600000,2
411,7000488,2,72,4,NA,"",0,1,230000,1
412,7000489,2,50,4,NA,"",1,2,6e+05,2
413,7000490,1,43,6,1,"",1,3,0,2
414,7000491,2,72,3,NA,"",0,1,360000,1
415,7000492,1,70,6,1,"",1,3,5e+05,1
416,7000493,2,65,3,NA,"",0,1,1500000,1
417,7000494,2,27,2,1,"",1,3,1053333.33333333,2
418,7000495,2,39,4,NA,"",3,4,131666.666666667,2
419,7000496,2,31,3,NA,"",3,9,1831242,2
420,7000498,2,36,2,2,"",3,6,1423083.33333333,3
421,7000500,2,36,2,1,"",2,4,1413916.66666667,2
422,7000501,2,54,2,1,"",2,6,1575833.33333333,3
423,7000502,1,58,4,NA,"",1,2,2372916.66666667,2
424,7000503,2,30,6,1,"",2,4,3e+05,2
425,7000505,1,52,6,1,"",0,2,2e+05,1
426,7000508,1,60,6,1,"",0,2,8e+05,1
427,7000509,1,37,2,1,"",3,5,1189166.66666667,2
428,7000510,2,63,4,NA,"",0,2,580000,1
429,7000511,1,65,4,NA,"",0,1,1e+05,1
430,7000513,2,54,4,NA,"",0,1,250000,1
431,7000514,1,65,4,NA,"",0,1,810000,1
432,7000519,1,34,2,1,"",3,5,4842333.33333333,2
433,7000521,1,48,1,1,"",1,3,3980000,2
434,7000522,1,48,2,1,"550_01",2,4,2237500,3
435,7000523,1,34,2,1,"",1,3,5e+05,1
436,7000524,1,30,1,1,"",0,2,6079000,1
437,7000525,2,42,6,2,"",0,2,6e+06,2
438,7000526,1,33,6,1,"",3,5,8200000,2
439,7000527,1,53,6,1,"",2,5,9659319,4
440,7000528,2,57,6,2,"",2,4,16500000,3
441,7000529,1,42,6,1,"",2,4,5658000,2
442,7000530,2,48,6,2,"",2,3,256666.666666667,2
443,7000531,1,44,6,1,"",2,4,2891000,3
444,7000532,2,25,4,NA,"",1,2,15000,1
445,7000534,1,56,5,NA,"",0,1,1250000,1
446,7000535,2,43,2,1,"",1,3,2096666.66666667,2
447,7000536,1,41,2,1,"",2,4,1881750,1
448,7000537,2,29,4,NA,"",1,3,3300000,2
449,7000538,2,41,2,2,"",3,4,1458333.33333333,2
450,7000540,1,60,6,1,"",0,2,430000,2
451,7000541,1,51,6,1,"",1,6,3e+05,4
452,7000542,2,38,2,1,"",0,2,2400000,1
453,7000543,2,45,4,NA,"",1,2,347500,2
454,7000544,2,51,5,NA,"",1,2,2006000,3
455,7000545,2,41,5,NA,"",1,2,220000,3
456,7000546,2,39,4,NA,"",2,3,9e+05,3
457,7000547,2,63,3,NA,"",2,5,442500,2
458,7000548,2,43,5,NA,"",1,2,3e+05,2
459,7000549,1,21,5,NA,"",0,2,383333.333333333,2
460,7000550,2,73,6,1,"",0,2,790000,2
461,7000552,1,35,2,1,"250_01",2,4,1195833.33333333,1
462,7000553,2,58,2,2,"",4,8,3300000,4
463,7000554,1,42,4,NA,"",0,1,1716666.66666667,1
464,7000555,1,42,2,1,"",2,5,2081666.66666667,2
465,7000556,2,49,2,1,"",1,3,3400000,2
466,7000558,2,26,5,NA,"",0,1,968000,1
467,7000559,1,54,2,1,"",0,2,3841666.66666667,2
468,7000560,2,52,3,NA,"",2,3,1733333.33333333,3
469,7000561,1,52,2,1,"",2,6,2385000,4
470,7000562,1,41,2,1,"",1,3,4771666.66666667,2
471,7000563,2,72,2,1,"",0,2,505000,2
472,7000564,2,74,3,NA,"",0,1,385000,1
473,7000565,2,46,2,2,"999_01",3,7,860000,3
474,7000566,1,34,2,1,"",1,3,1400000,2
475,7000568,2,36,4,NA,"",2,3,3287000,2
476,7000569,1,30,2,1,"",1,3,1946242,2
477,7000570,2,53,1,1,"",1,3,963500,2
478,7000571,1,19,2,1,"",1,3,7e+05,1
479,7000572,1,29,2,1,"",2,4,937850,1
480,7000573,1,55,2,1,"",1,3,2200000,3
481,7000574,1,31,4,NA,"",0,1,1400000,2
482,7000576,1,44,2,1,"",3,5,1608242,2
483,7000577,1,28,5,NA,"",0,1,1600000,1
484,7000578,2,30,5,NA,"",1,2,160416.666666667,2
485,7000579,2,44,2,1,"",2,4,123333.333333333,2
486,7000580,2,36,4,NA,"",2,3,865000,2
487,7000581,2,26,2,2,"",1,3,1050000,2
488,7000582,1,28,2,1,"",2,4,1335000,2
489,7000583,2,37,2,2,"",1,2,695000,2
490,7000584,2,21,5,NA,"",0,1,6e+05,1
491,7000585,2,23,4,NA,"",1,2,1365750,2
492,7000587,2,55,4,NA,"",1,2,4056666.66666667,1
493,7000588,2,60,4,NA,"",0,3,1929833.33333333,2
494,7000589,2,28,6,1,"",1,4,2442500,2
495,7000590,2,43,4,NA,"",1,2,1400000,1
496,7000591,1,57,6,1,"",1,4,1900000,3
497,7000592,1,80,4,NA,"",1,3,4863333.33333333,2
498,7000593,1,67,6,1,"",0,3,3191000,3
499,7000594,1,45,6,1,"",2,4,580000,2
500,7000596,1,42,2,1,"",1,3,2950000,2
501,7000597,1,62,6,1,"",1,7,3352200,1
502,7000598,1,60,2,1,"",2,5,3250000,3
503,7000599,1,57,6,1,"",2,6,3510000,3
504,7000600,1,47,6,1,"",3,7,3660000,3
505,7000601,1,61,6,1,"",2,4,7455000,4
506,7000602,1,43,2,1,"",1,7,3339333.33333333,4
507,7000603,1,44,2,1,"",3,5,1850000,2
